text,positive,negative
"Expérience positive pour la facture, l'équipe a été très aimable. #Client #0384",1,0
"Je recommande la facture, le parcours est agréable. #Tweet #0385",1,0
"Super moment avec la facture, c'est stable et pratique. #MoodMetrics #0386",1,0
"Belle amélioration sur la facture, la prise en main est facile. #Avis #0387",1,0
"Service impeccable pour la facture, l'interface est claire. #Feedback #0388",1,0
"Ravi de la facture, la navigation est fluide. #Client #0389",1,0
"Excellent ressenti sur la facture, la qualité est au rendez-vous. #Tweet #0390",1,0
"J'adore le remboursement, la solution est simple. #MoodMetrics #0391",1,0
"Très bonne surprise avec le remboursement, les informations sont précises. #Avis #0392",1,0
"Franchement satisfait de le remboursement, les performances sont bonnes. #Feedback #0393",1,0
"Expérience positive pour le remboursement, le suivi est rassurant. #Client #0394",1,0
"Je recommande le remboursement, la réponse a été rapide. #Tweet #0395",1,0
"Super moment avec le remboursement, le traitement est efficace. #MoodMetrics #0396",1,0
"Belle amélioration sur le remboursement, le délai est respecté. #Avis #0397",1,0
"Service impeccable pour le remboursement, ça me fait gagner du temps. #Feedback #0398",1,0
"Ravi de le remboursement, je suis vraiment content. #Client #0399",1,0
"Excellent ressenti sur le remboursement, le design est propre. #Tweet #0400",1,0
"Je déteste l'application, rien ne marche correctement. #MoodMetrics #0401",0,1
"Très mauvaise expérience avec l'application, le résultat est loin des attentes. #Avis #0402",0,1
"Déçu par l'application, les explications sont inutiles. #Feedback #0403",0,1
"Expérience négative pour l'application, l'équipe n'a pas aidé. #Client #0404",0,1
"Je ne recommande pas l'application, le parcours est désagréable. #Tweet #0405",0,1
"Grosse frustration avec l'application, c'est instable et pénible. #MoodMetrics #0406",0,1
"Problème pénible sur l'application, la prise en main est difficile. #Avis #0407",0,1
"Service catastrophique pour l'application, l'interface est confuse. #Feedback #0408",0,1
"Mécontent de l'application, la navigation bloque souvent. #Client #0409",0,1
"Mauvais ressenti sur l'application, la qualité n'est pas au niveau. #Tweet #0410",0,1
"Je déteste le site, la solution est compliquée. #MoodMetrics #0411",0,1
"Très mauvaise expérience avec le site, les informations sont imprécises. #Avis #0412",0,1
"Déçu par le site, les performances sont mauvaises. #Feedback #0413",0,1
"Expérience négative pour le site, le suivi est inquiétant. #Client #0414",0,1
"Je ne recommande pas le site, la réponse a été trop lente. #Tweet #0415",0,1
"Grosse frustration avec le site, le traitement échoue. #MoodMetrics #0416",0,1
"Problème pénible sur le site, le délai n'est pas respecté. #Avis #0417",0,1
"Service catastrophique pour le site, ça me fait perdre du temps. #Feedback #0418",0,1
"Mécontent de le site, je suis vraiment agacé. #Client #0419",0,1
"Mauvais ressenti sur le site, le design est brouillon. #Tweet #0420",0,1
"Je déteste le service client, rien ne marche correctement. #MoodMetrics #0421",0,1
"Très mauvaise expérience avec le service client, le résultat est loin des attentes. #Avis #0422",0,1
"Déçu par le service client, les explications sont inutiles. #Feedback #0423",0,1
"Expérience négative pour le service client, l'équipe n'a pas aidé. #Client #0424",0,1
"Je ne recommande pas le service client, le parcours est désagréable. #Tweet #0425",0,1
"Grosse frustration avec le service client, c'est instable et pénible. #MoodMetrics #0426",0,1
"Problème pénible sur le service client, la prise en main est difficile. #Avis #0427",0,1
"Service catastrophique pour le service client, l'interface est confuse. #Feedback #0428",0,1
"Mécontent de le service client, la navigation bloque souvent. #Client #0429",0,1
"Mauvais ressenti sur le service client, la qualité n'est pas au niveau. #Tweet #0430",0,1
"Je déteste la livraison, la solution est compliquée. #MoodMetrics #0431",0,1
"Très mauvaise expérience avec la livraison, les informations sont imprécises. #Avis #0432",0,1
"Déçu par la livraison, les performances sont mauvaises. #Feedback #0433",0,1
"Expérience négative pour la livraison, le suivi est inquiétant. #Client #0434",0,1
"Je ne recommande pas la livraison, la réponse a été trop lente. #Tweet #0435",0,1
"Grosse frustration avec la livraison, le traitement échoue. #MoodMetrics #0436",0,1
"Problème pénible sur la livraison, le délai n'est pas respecté. #Avis #0437",0,1
"Service catastrophique pour la livraison, ça me fait perdre du temps. #Feedback #0438",0,1
"Mécontent de la livraison, je suis vraiment agacé. #Client #0439",0,1
"Mauvais ressenti sur la livraison, le design est brouillon. #Tweet #0440",0,1
"Je déteste le paiement, rien ne marche correctement. #MoodMetrics #0441",0,1
"Très mauvaise expérience avec le paiement, le résultat est loin des attentes. #Avis #0442",0,1
"Déçu par le paiement, les explications sont inutiles. #Feedback #0443",0,1
"Expérience négative pour le paiement, l'équipe n'a pas aidé. #Client #0444",0,1
"Je ne recommande pas le paiement, le parcours est désagréable. #Tweet #0445",0,1
"Grosse frustration avec le paiement, c'est instable et pénible. #MoodMetrics #0446",0,1
"Problème pénible sur le paiement, la prise en main est difficile. #Avis #0447",0,1
"Service catastrophique pour le paiement, l'interface est confuse. #Feedback #0448",0,1
"Mécontent de le paiement, la navigation bloque souvent. #Client #0449",0,1
"Mauvais ressenti sur le paiement, la qualité n'est pas au niveau. #Tweet #0450",0,1
"Je déteste le tableau de bord, la solution est compliquée. #MoodMetrics #0451",0,1
"Très mauvaise expérience avec le tableau de bord, les informations sont imprécises. #Avis #0452",0,1
"Déçu par le tableau de bord, les performances sont mauvaises. #Feedback #0453",0,1
"Expérience négative pour le tableau de bord, le suivi est inquiétant. #Client #0454",0,1
"Je ne recommande pas le tableau de bord, la réponse a été trop lente. #Tweet #0455",0,1
"Grosse frustration avec le tableau de bord, le traitement échoue. #MoodMetrics #0456",0,1
"Problème pénible sur le tableau de bord, le délai n'est pas respecté. #Avis #0457",0,1
"Service catastrophique pour le tableau de bord, ça me fait perdre du temps. #Feedback #0458",0,1
"Mécontent de le tableau de bord, je suis vraiment agacé. #Client #0459",0,1
"Mauvais ressenti sur le tableau de bord, le design est brouillon. #Tweet #0460",0,1
"Je déteste la réservation, rien ne marche correctement. #MoodMetrics #0461",0,1
"Très mauvaise expérience avec la réservation, le résultat est loin des attentes. #Avis #0462",0,1
"Déçu par la réservation, les explications sont inutiles. #Feedback #0463",0,1
"Expérience négative pour la réservation, l'équipe n'a pas aidé. #Client #0464",0,1
"Je ne recommande pas la réservation, le parcours est désagréable. #Tweet #0465",0,1
"Grosse frustration avec la réservation, c'est instable et pénible. #MoodMetrics #0466",0,1
"Problème pénible sur la réservation, la prise en main est difficile. #Avis #0467",0,1
"Service catastrophique pour la réservation, l'interface est confuse. #Feedback #0468",0,1
"Mécontent de la réservation, la navigation bloque souvent. #Client #0469",0,1
"Mauvais ressenti sur la réservation, la qualité n'est pas au niveau. #Tweet #0470",0,1
"Je déteste le support, la solution est compliquée. #MoodMetrics #0471",0,1
"Très mauvaise expérience avec le support, les informations sont imprécises. #Avis #0472",0,1
"Déçu par le support, les performances sont mauvaises. #Feedback #0473",0,1
"Expérience négative pour le support, le suivi est inquiétant. #Client #0474",0,1
"Je ne recommande pas le support, la réponse a été trop lente. #Tweet #0475",0,1
"Grosse frustration avec le support, le traitement échoue. #MoodMetrics #0476",0,1
"Problème pénible sur le support, le délai n'est pas respecté. #Avis #0477",0,1
"Service catastrophique pour le support, ça me fait perdre du temps. #Feedback #0478",0,1
"Mécontent de le support, je suis vraiment agacé. #Client #0479",0,1
"Mauvais ressenti sur le support, le design est brouillon. #Tweet #0480",0,1
"Je déteste la nouvelle version, rien ne marche correctement. #MoodMetrics #0481",0,1
"Très mauvaise expérience avec la nouvelle version, le résultat est loin des attentes. #Avis #0482",0,1
"Déçu par la nouvelle version, les explications sont inutiles. #Feedback #0483",0,1
"Expérience négative pour la nouvelle version, l'équipe n'a pas aidé. #Client #0484",0,1
"Je ne recommande pas la nouvelle version, le parcours est désagréable. #Tweet #0485",0,1
"Grosse frustration avec la nouvelle version, c'est instable et pénible. #MoodMetrics #0486",0,1
"Problème pénible sur la nouvelle version, la prise en main est difficile. #Avis #0487",0,1
"Service catastrophique pour la nouvelle version, l'interface est confuse. #Feedback #0488",0,1
"Mécontent de la nouvelle version, la navigation bloque souvent. #Client #0489",0,1
"Mauvais ressenti sur la nouvelle version, la qualité n'est pas au niveau. #Tweet #0490",0,1
"Je déteste la commande, la solution est compliquée. #MoodMetrics #0491",0,1
"Très mauvaise expérience avec la commande, les informations sont imprécises. #Avis #0492",0,1
"Déçu par la commande, les performances sont mauvaises. #Feedback #0493",0,1
"Expérience négative pour la commande, le suivi est inquiétant. #Client #0494",0,1
"Je ne recommande pas la commande, la réponse a été trop lente. #Tweet #0495",0,1
"Grosse frustration avec la commande, le traitement échoue. #MoodMetrics #0496",0,1
"Problème pénible sur la commande, le délai n'est pas respecté. #Avis #0497",0,1
"Service catastrophique pour la commande, ça me fait perdre du temps. #Feedback #0498",0,1
"Mécontent de la commande, je suis vraiment agacé. #Client #0499",0,1
"Mauvais ressenti sur la commande, le design est brouillon. #Tweet #0500",0,1
"Je déteste le produit, rien ne marche correctement. #MoodMetrics #0501",0,1
"Très mauvaise expérience avec le produit, le résultat est loin des attentes. #Avis #0502",0,1
"Déçu par le produit, les explications sont inutiles. #Feedback #0503",0,1
"Expérience négative pour le produit, l'équipe n'a pas aidé. #Client #0504",0,1
"Je ne recommande pas le produit, le parcours est désagréable. #Tweet #0505",0,1
"Grosse frustration avec le produit, c'est instable et pénible. #MoodMetrics #0506",0,1
"Problème pénible sur le produit, la prise en main est difficile. #Avis #0507",0,1
"Service catastrophique pour le produit, l'interface est confuse. #Feedback #0508",0,1
"Mécontent de le produit, la navigation bloque souvent. #Client #0509",0,1
"Mauvais ressenti sur le produit, la qualité n'est pas au niveau. #Tweet #0510",0,1
"Je déteste la boutique, la solution est compliquée. #MoodMetrics #0511",0,1
"Très mauvaise expérience avec la boutique, les informations sont imprécises. #Avis #0512",0,1
"Déçu par la boutique, les performances sont mauvaises. #Feedback #0513",0,1
"Expérience négative pour la boutique, le suivi est inquiétant. #Client #0514",0,1
"Je ne recommande pas la boutique, la réponse a été trop lente. #Tweet #0515",0,1
"Grosse frustration avec la boutique, le traitement échoue. #MoodMetrics #0516",0,1
"Problème pénible sur la boutique, le délai n'est pas respecté. #Avis #0517",0,1
"Service catastrophique pour la boutique, ça me fait perdre du temps. #Feedback #0518",0,1
"Mécontent de la boutique, je suis vraiment agacé. #Client #0519",0,1
"Mauvais ressenti sur la boutique, le design est brouillon. #Tweet #0520",0,1
"Je déteste le formulaire, rien ne marche correctement. #MoodMetrics #0521",0,1
"Très mauvaise expérience avec le formulaire, le résultat est loin des attentes. #Avis #0522",0,1
"Déçu par le formulaire, les explications sont inutiles. #Feedback #0523",0,1
"Expérience négative pour le formulaire, l'équipe n'a pas aidé. #Client #0524",0,1
"Je ne recommande pas le formulaire, le parcours est désagréable. #Tweet #0525",0,1
"Grosse frustration avec le formulaire, c'est instable et pénible. #MoodMetrics #0526",0,1
"Problème pénible sur le formulaire, la prise en main est difficile. #Avis #0527",0,1
"Service catastrophique pour le formulaire, l'interface est confuse. #Feedback #0528",0,1
"Mécontent de le formulaire, la navigation bloque souvent. #Client #0529",0,1
"Mauvais ressenti sur le formulaire, la qualité n'est pas au niveau. #Tweet #0530",0,1
"Je déteste le compte utilisateur, la solution est compliquée. #MoodMetrics #0531",0,1
"Très mauvaise expérience avec le compte utilisateur, les informations sont imprécises. #Avis #0532",0,1
"Déçu par le compte utilisateur, les performances sont mauvaises. #Feedback #0533",0,1
"Expérience négative pour le compte utilisateur, le suivi est inquiétant. #Client #0534",0,1
"Je ne recommande pas le compte utilisateur, la réponse a été trop lente. #Tweet #0535",0,1
"Grosse frustration avec le compte utilisateur, le traitement échoue. #MoodMetrics #0536",0,1
"Problème pénible sur le compte utilisateur, le délai n'est pas respecté. #Avis #0537",0,1
"Service catastrophique pour le compte utilisateur, ça me fait perdre du temps. #Feedback #0538",0,1
"Mécontent de le compte utilisateur, je suis vraiment agacé. #Client #0539",0,1
"Mauvais ressenti sur le compte utilisateur, le design est brouillon. #Tweet #0540",0,1
"Je déteste la notification, rien ne marche correctement. #MoodMetrics #0541",0,1
"Très mauvaise expérience avec la notification, le résultat est loin des attentes. #Avis #0542",0,1
"Déçu par la notification, les explications sont inutiles. #Feedback #0543",0,1
"Expérience négative pour la notification, l'équipe n'a pas aidé. #Client #0544",0,1
"Je ne recommande pas la notification, le parcours est désagréable. #Tweet #0545",0,1
"Grosse frustration avec la notification, c'est instable et pénible. #MoodMetrics #0546",0,1
"Problème pénible sur la notification, la prise en main est difficile. #Avis #0547",0,1
"Service catastrophique pour la notification, l'interface est confuse. #Feedback #0548",0,1
"Mécontent de la notification, la navigation bloque souvent. #Client #0549",0,1
"Mauvais ressenti sur la notification, la qualité n'est pas au niveau. #Tweet #0550",0,1
"Je déteste le suivi, la solution est compliquée. #MoodMetrics #0551",0,1
"Très mauvaise expérience avec le suivi, les informations sont imprécises. #Avis #0552",0,1
"Déçu par le suivi, les performances sont mauvaises. #Feedback #0553",0,1
"Expérience négative pour le suivi, le suivi est inquiétant. #Client #0554",0,1
"Je ne recommande pas le suivi, la réponse a été trop lente. #Tweet #0555",0,1
"Grosse frustration avec le suivi, le traitement échoue. #MoodMetrics #0556",0,1
"Problème pénible sur le suivi, le délai n'est pas respecté. #Avis #0557",0,1
"Service catastrophique pour le suivi, ça me fait perdre du temps. #Feedback #0558",0,1
"Mécontent de le suivi, je suis vraiment agacé. #Client #0559",0,1
"Mauvais ressenti sur le suivi, le design est brouillon. #Tweet #0560",0,1
"Je déteste le moteur de recherche, rien ne marche correctement. #MoodMetrics #0561",0,1
"Très mauvaise expérience avec le moteur de recherche, le résultat est loin des attentes. #Avis #0562",0,1
"Déçu par le moteur de recherche, les explications sont inutiles. #Feedback #0563",0,1
"Expérience négative pour le moteur de recherche, l'équipe n'a pas aidé. #Client #0564",0,1
"Je ne recommande pas le moteur de recherche, le parcours est désagréable. #Tweet #0565",0,1
"Grosse frustration avec le moteur de recherche, c'est instable et pénible. #MoodMetrics #0566",0,1
"Problème pénible sur le moteur de recherche, la prise en main est difficile. #Avis #0567",0,1
"Service catastrophique pour le moteur de recherche, l'interface est confuse. #Feedback #0568",0,1
"Mécontent de le moteur de recherche, la navigation bloque souvent. #Client #0569",0,1
"Mauvais ressenti sur le moteur de recherche, la qualité n'est pas au niveau. #Tweet #0570",0,1
"Je déteste la connexion, la solution est compliquée. #MoodMetrics #0571",0,1
"Très mauvaise expérience avec la connexion, les informations sont imprécises. #Avis #0572",0,1
"Déçu par la connexion, les performances sont mauvaises. #Feedback #0573",0,1
"Expérience négative pour la connexion, le suivi est inquiétant. #Client #0574",0,1
"Je ne recommande pas la connexion, la réponse a été trop lente. #Tweet #0575",0,1
"Grosse frustration avec la connexion, le traitement échoue. #MoodMetrics #0576",0,1
"Problème pénible sur la connexion, le délai n'est pas respecté. #Avis #0577",0,1
"Service catastrophique pour la connexion, ça me fait perdre du temps. #Feedback #0578",0,1
"Mécontent de la connexion, je suis vraiment agacé. #Client #0579",0,1
"Mauvais ressenti sur la connexion, le design est brouillon. #Tweet #0580",0,1
"Je déteste la facture, rien ne marche correctement. #MoodMetrics #0581",0,1
"Très mauvaise expérience avec la facture, le résultat est loin des attentes. #Avis #0582",0,1
"Déçu par la facture, les explications sont inutiles. #Feedback #0583",0,1
"Expérience négative pour la facture, l'équipe n'a pas aidé. #Client #0584",0,1
"Je ne recommande pas la facture, le parcours est désagréable. #Tweet #0585",0,1
"Grosse frustration avec la facture, c'est instable et pénible. #MoodMetrics #0586",0,1
"Problème pénible sur la facture, la prise en main est difficile. #Avis #0587",0,1
"Service catastrophique pour la facture, l'interface est confuse. #Feedback #0588",0,1
"Mécontent de la facture, la navigation bloque souvent. #Client #0589",0,1
"Mauvais ressenti sur la facture, la qualité n'est pas au niveau. #Tweet #0590",0,1
"Je déteste le remboursement, la solution est compliquée. #MoodMetrics #0591",0,1
"Très mauvaise expérience avec le remboursement, les informations sont imprécises. #Avis #0592",0,1
"Déçu par le remboursement, les performances sont mauvaises. #Feedback #0593",0,1
"Expérience négative pour le remboursement, le suivi est inquiétant. #Client #0594",0,1
"Je ne recommande pas le remboursement, la réponse a été trop lente. #Tweet #0595",0,1
"Grosse frustration avec le remboursement, le traitement échoue. #MoodMetrics #0596",0,1
"Problème pénible sur le remboursement, le délai n'est pas respecté. #Avis #0597",0,1
"Service catastrophique pour le remboursement, ça me fait perdre du temps. #Feedback #0598",0,1
"Mécontent de le remboursement, je suis vraiment agacé. #Client #0599",0,1
"Mauvais ressenti sur le remboursement, le design est brouillon. #Tweet #0600",0,1
"Je déteste l'application, rien ne marche correctement. #MoodMetrics #0601",0,1
"Très mauvaise expérience avec l'application, le résultat est loin des attentes. #Avis #0602",0,1
"Déçu par l'application, les explications sont inutiles. #Feedback #0603",0,1
"Expérience négative pour l'application, l'équipe n'a pas aidé. #Client #0604",0,1
"Je ne recommande pas l'application, le parcours est désagréable. #Tweet #0605",0,1
"Grosse frustration avec l'application, c'est instable et pénible. #MoodMetrics #0606",0,1
"Problème pénible sur l'application, la prise en main est difficile. #Avis #0607",0,1
"Service catastrophique pour l'application, l'interface est confuse. #Feedback #0608",0,1
"Mécontent de l'application, la navigation bloque souvent. #Client #0609",0,1
"Mauvais ressenti sur l'application, la qualité n'est pas au niveau. #Tweet #0610",0,1
"Je déteste le site, la solution est compliquée. #MoodMetrics #0611",0,1
"Très mauvaise expérience avec le site, les informations sont imprécises. #Avis #0612",0,1
"Déçu par le site, les performances sont mauvaises. #Feedback #0613",0,1
"Expérience négative pour le site, le suivi est inquiétant. #Client #0614",0,1
"Je ne recommande pas le site, la réponse a été trop lente. #Tweet #0615",0,1
"Grosse frustration avec le site, le traitement échoue. #MoodMetrics #0616",0,1
"Problème pénible sur le site, le délai n'est pas respecté. #Avis #0617",0,1
"Service catastrophique pour le site, ça me fait perdre du temps. #Feedback #0618",0,1
"Mécontent de le site, je suis vraiment agacé. #Client #0619",0,1
"Mauvais ressenti sur le site, le design est brouillon. #Tweet #0620",0,1
"Je déteste le service client, rien ne marche correctement. #MoodMetrics #0621",0,1
"Très mauvaise expérience avec le service client, le résultat est loin des attentes. #Avis #0622",0,1
"Déçu par le service client, les explications sont inutiles. #Feedback #0623",0,1
"Expérience négative pour le service client, l'équipe n'a pas aidé. #Client #0624",0,1
"Je ne recommande pas le service client, le parcours est désagréable. #Tweet #0625",0,1
"Grosse frustration avec le service client, c'est instable et pénible. #MoodMetrics #0626",0,1
"Problème pénible sur le service client, la prise en main est difficile. #Avis #0627",0,1
"Service catastrophique pour le service client, l'interface est confuse. #Feedback #0628",0,1
"Mécontent de le service client, la navigation bloque souvent. #Client #0629",0,1
"Mauvais ressenti sur le service client, la qualité n'est pas au niveau. #Tweet #0630",0,1
"Je déteste la livraison, la solution est compliquée. #MoodMetrics #0631",0,1
"Très mauvaise expérience avec la livraison, les informations sont imprécises. #Avis #0632",0,1
"Déçu par la livraison, les performances sont mauvaises. #Feedback #0633",0,1
"Expérience négative pour la livraison, le suivi est inquiétant. #Client #0634",0,1
"Je ne recommande pas la livraison, la réponse a été trop lente. #Tweet #0635",0,1
"Grosse frustration avec la livraison, le traitement échoue. #MoodMetrics #0636",0,1
"Problème pénible sur la livraison, le délai n'est pas respecté. #Avis #0637",0,1
"Service catastrophique pour la livraison, ça me fait perdre du temps. #Feedback #0638",0,1
"Mécontent de la livraison, je suis vraiment agacé. #Client #0639",0,1
"Mauvais ressenti sur la livraison, le design est brouillon. #Tweet #0640",0,1
"Je déteste le paiement, rien ne marche correctement. #MoodMetrics #0641",0,1
"Très mauvaise expérience avec le paiement, le résultat est loin des attentes. #Avis #0642",0,1
"Déçu par le paiement, les explications sont inutiles. #Feedback #0643",0,1
"Expérience négative pour le paiement, l'équipe n'a pas aidé. #Client #0644",0,1
"Je ne recommande pas le paiement, le parcours est désagréable. #Tweet #0645",0,1
"Grosse frustration avec le paiement, c'est instable et pénible. #MoodMetrics #0646",0,1
"Problème pénible sur le paiement, la prise en main est difficile. #Avis #0647",0,1
"Service catastrophique pour le paiement, l'interface est confuse. #Feedback #0648",0,1
"Mécontent de le paiement, la navigation bloque souvent. #Client #0649",0,1
"Mauvais ressenti sur le paiement, la qualité n'est pas au niveau. #Tweet #0650",0,1
"Je déteste le tableau de bord, la solution est compliquée. #MoodMetrics #0651",0,1
"Très mauvaise expérience avec le tableau de bord, les informations sont imprécises. #Avis #0652",0,1
"Déçu par le tableau de bord, les performances sont mauvaises. #Feedback #0653",0,1
"Expérience négative pour le tableau de bord, le suivi est inquiétant. #Client #0654",0,1
"Je ne recommande pas le tableau de bord, la réponse a été trop lente. #Tweet #0655",0,1
"Grosse frustration avec le tableau de bord, le traitement échoue. #MoodMetrics #0656",0,1
"Problème pénible sur le tableau de bord, le délai n'est pas respecté. #Avis #0657",0,1
"Service catastrophique pour le tableau de bord, ça me fait perdre du temps. #Feedback #0658",0,1
"Mécontent de le tableau de bord, je suis vraiment agacé. #Client #0659",0,1
"Mauvais ressenti sur le tableau de bord, le design est brouillon. #Tweet #0660",0,1
"Je déteste la réservation, rien ne marche correctement. #MoodMetrics #0661",0,1
"Très mauvaise expérience avec la réservation, le résultat est loin des attentes. #Avis #0662",0,1
"Déçu par la réservation, les explications sont inutiles. #Feedback #0663",0,1
"Expérience négative pour la réservation, l'équipe n'a pas aidé. #Client #0664",0,1
"Je ne recommande pas la réservation, le parcours est désagréable. #Tweet #0665",0,1
"Grosse frustration avec la réservation, c'est instable et pénible. #MoodMetrics #0666",0,1
"Problème pénible sur la réservation, la prise en main est difficile. #Avis #0667",0,1
"Service catastrophique pour la réservation, l'interface est confuse. #Feedback #0668",0,1
"Mécontent de la réservation, la navigation bloque souvent. #Client #0669",0,1
"Mauvais ressenti sur la réservation, la qualité n'est pas au niveau. #Tweet #0670",0,1
"Je déteste le support, la solution est compliquée. #MoodMetrics #0671",0,1
"Très mauvaise expérience avec le support, les informations sont imprécises. #Avis #0672",0,1
"Déçu par le support, les performances sont mauvaises. #Feedback #0673",0,1
"Expérience négative pour le support, le suivi est inquiétant. #Client #0674",0,1
"Je ne recommande pas le support, la réponse a été trop lente. #Tweet #0675",0,1
"Grosse frustration avec le support, le traitement échoue. #MoodMetrics #0676",0,1
"Problème pénible sur le support, le délai n'est pas respecté. #Avis #0677",0,1
"Service catastrophique pour le support, ça me fait perdre du temps. #Feedback #0678",0,1
"Mécontent de le support, je suis vraiment agacé. #Client #0679",0,1
"Mauvais ressenti sur le support, le design est brouillon. #Tweet #0680",0,1
"Je déteste la nouvelle version, rien ne marche correctement. #MoodMetrics #0681",0,1
"Très mauvaise expérience avec la nouvelle version, le résultat est loin des attentes. #Avis #0682",0,1
"Déçu par la nouvelle version, les explications sont inutiles. #Feedback #0683",0,1
"Expérience négative pour la nouvelle version, l'équipe n'a pas aidé. #Client #0684",0,1
"Je ne recommande pas la nouvelle version, le parcours est désagréable. #Tweet #0685",0,1
"Grosse frustration avec la nouvelle version, c'est instable et pénible. #MoodMetrics #0686",0,1
"Problème pénible sur la nouvelle version, la prise en main est difficile. #Avis #0687",0,1
"Service catastrophique pour la nouvelle version, l'interface est confuse. #Feedback #0688",0,1
"Mécontent de la nouvelle version, la navigation bloque souvent. #Client #0689",0,1
"Mauvais ressenti sur la nouvelle version, la qualité n'est pas au niveau. #Tweet #0690",0,1
"Je déteste la commande, la solution est compliquée. #MoodMetrics #0691",0,1
"Très mauvaise expérience avec la commande, les informations sont imprécises. #Avis #0692",0,1
"Déçu par la commande, les performances sont mauvaises. #Feedback #0693",0,1
"Expérience négative pour la commande, le suivi est inquiétant. #Client #0694",0,1
"Je ne recommande pas la commande, la réponse a été trop lente. #Tweet #0695",0,1
"Grosse frustration avec la commande, le traitement échoue. #MoodMetrics #0696",0,1
"Problème pénible sur la commande, le délai n'est pas respecté. #Avis #0697",0,1
"Service catastrophique pour la commande, ça me fait perdre du temps. #Feedback #0698",0,1
"Mécontent de la commande, je suis vraiment agacé. #Client #0699",0,1
"Mauvais ressenti sur la commande, le design est brouillon. #Tweet #0700",0,1
"Je déteste le produit, rien ne marche correctement. #MoodMetrics #0701",0,1
"Très mauvaise expérience avec le produit, le résultat est loin des attentes. #Avis #0702",0,1
"Déçu par le produit, les explications sont inutiles. #Feedback #0703",0,1
"Expérience négative pour le produit, l'équipe n'a pas aidé. #Client #0704",0,1
"Je ne recommande pas le produit, le parcours est désagréable. #Tweet #0705",0,1
"Grosse frustration avec le produit, c'est instable et pénible. #MoodMetrics #0706",0,1
"Problème pénible sur le produit, la prise en main est difficile. #Avis #0707",0,1
"Service catastrophique pour le produit, l'interface est confuse. #Feedback #0708",0,1
"Mécontent de le produit, la navigation bloque souvent. #Client #0709",0,1
"Mauvais ressenti sur le produit, la qualité n'est pas au niveau. #Tweet #0710",0,1
"Je déteste la boutique, la solution est compliquée. #MoodMetrics #0711",0,1
"Très mauvaise expérience avec la boutique, les informations sont imprécises. #Avis #0712",0,1
"Déçu par la boutique, les performances sont mauvaises. #Feedback #0713",0,1
"Expérience négative pour la boutique, le suivi est inquiétant. #Client #0714",0,1
"Je ne recommande pas la boutique, la réponse a été trop lente. #Tweet #0715",0,1
"Grosse frustration avec la boutique, le traitement échoue. #MoodMetrics #0716",0,1
"Problème pénible sur la boutique, le délai n'est pas respecté. #Avis #0717",0,1
"Service catastrophique pour la boutique, ça me fait perdre du temps. #Feedback #0718",0,1
"Mécontent de la boutique, je suis vraiment agacé. #Client #0719",0,1
"Mauvais ressenti sur la boutique, le design est brouillon. #Tweet #0720",0,1
"Je déteste le formulaire, rien ne marche correctement. #MoodMetrics #0721",0,1
"Très mauvaise expérience avec le formulaire, le résultat est loin des attentes. #Avis #0722",0,1
"Déçu par le formulaire, les explications sont inutiles. #Feedback #0723",0,1
"Expérience négative pour le formulaire, l'équipe n'a pas aidé. #Client #0724",0,1
"Je ne recommande pas le formulaire, le parcours est désagréable. #Tweet #0725",0,1
"Grosse frustration avec le formulaire, c'est instable et pénible. #MoodMetrics #0726",0,1
"Problème pénible sur le formulaire, la prise en main est difficile. #Avis #0727",0,1
"Service catastrophique pour le formulaire, l'interface est confuse. #Feedback #0728",0,1
"Mécontent de le formulaire, la navigation bloque souvent. #Client #0729",0,1
"Mauvais ressenti sur le formulaire, la qualité n'est pas au niveau. #Tweet #0730",0,1
"Je déteste le compte utilisateur, la solution est compliquée. #MoodMetrics #0731",0,1
"Très mauvaise expérience avec le compte utilisateur, les informations sont imprécises. #Avis #0732",0,1
"Déçu par le compte utilisateur, les performances sont mauvaises. #Feedback #0733",0,1
"Expérience négative pour le compte utilisateur, le suivi est inquiétant. #Client #0734",0,1
"Je ne recommande pas le compte utilisateur, la réponse a été trop lente. #Tweet #0735",0,1
"Grosse frustration avec le compte utilisateur, le traitement échoue. #MoodMetrics #0736",0,1
"Problème pénible sur le compte utilisateur, le délai n'est pas respecté. #Avis #0737",0,1
"Service catastrophique pour le compte utilisateur, ça me fait perdre du temps. #Feedback #0738",0,1
"Mécontent de le compte utilisateur, je suis vraiment agacé. #Client #0739",0,1
"Mauvais ressenti sur le compte utilisateur, le design est brouillon. #Tweet #0740",0,1
"Je déteste la notification, rien ne marche correctement. #MoodMetrics #0741",0,1
"Très mauvaise expérience avec la notification, le résultat est loin des attentes. #Avis #0742",0,1
"Déçu par la notification, les explications sont inutiles. #Feedback #0743",0,1
"Expérience négative pour la notification, l'équipe n'a pas aidé. #Client #0744",0,1
"Je ne recommande pas la notification, le parcours est désagréable. #Tweet #0745",0,1
"Grosse frustration avec la notification, c'est instable et pénible. #MoodMetrics #0746",0,1
"Problème pénible sur la notification, la prise en main est difficile. #Avis #0747",0,1
"Service catastrophique pour la notification, l'interface est confuse. #Feedback #0748",0,1
"Mécontent de la notification, la navigation bloque souvent. #Client #0749",0,1
"Mauvais ressenti sur la notification, la qualité n'est pas au niveau. #Tweet #0750",0,1
"Je déteste le suivi, la solution est compliquée. #MoodMetrics #0751",0,1
